response text	Label
yea the legalizatioin of drugs would cause an epedimic of problems . crime , suicide , mental health problems , and physical health problems .	0
no , i mean evolution , in which statistically random variation is but one factor . it ' s a terrible mistake to equate evolution with pure chance .	0
i wish you guys would quit trying to " muddy the waters " by introducing facts that contradict my claims , innuendo , cliches and <allcaps> wag </allcaps> . - signed x gazer	0
it does not matter whether it is religous or not . the odds of anyboy being fired over such a thing are slim to none . morning after pills can not possibly make up eough of any given pharmacys revenue to make it worth the expense of replacing a skilled employee .	0
your definition of " godly wisdom " is agreeing with your political positions and your spurious theological justifications for them , so it ' s hardly surprising you do not encounter any liberals who you think have " godly wisdom "	1
yes , it is , and i will gladly excuse his grammar compared to my zero ability in hungarian .	0
bad comparisons . a fair comparison would be comparing the total number of defensive gun uses to the total number of gun crimes ( not just limiting it to gun homicides ) .	0
not in matters of atheism . tell me , when science discovers something that seems to agree with the 150 year old writings of darwin , are the writings of darwin disregarded ? or is that type of history trumpeted to the masses ?	0
so you agree simple foreknowledge is not determinism in the way i explained it ? if so , can you explain that to electrolyte , who is having a terrible time coming to grips with that ? he has omnipotent foreknowledge about future events , is the way i would put it .	1
simone : i am a chronic sufferer : i thought of asking easyrider for a prescription .	1
uncalled for , my nationality does not have much relevance to this , but nah you can go on pretending you are the only country in the world and shoot yourselves to hell , it ' s about what i ' d expect . you see i hear something like the school massacre in europe , i am shocked , but in the usa it ' s a regular occurrence ! but nah , you keep your guns if they make you happy , go play with your boom booms . i know 18 kids who will not have a happy christmas !	1
you have to remember that those christians believe that the laws of god superceed those of man . that thier allegiance is to god and his laws above those of the constitution . they also believe that all should be subject to gods by force if nesesary .	0
and yet the species that exist today are the exact same as the species during the high oxygen content ? that makes little sense . it ' s like saying the world was vastly different before yet perfectly suited for the species that exist today . that is <allcaps> completely </allcaps> nonsensical . where did all of the oxygen go ?	1
because in the case of glacial / interglacial variation , co2 functions as a feedback from orbital forcing . again , this is all very simple , basic stuff outlined in chapter 6 of the ar4 .	0
732,000 <allcaps> didn </allcaps> ' t sign the petition . it seems only 5% of south dakotans say " repeal the extreme abortion ban " and that is <allcaps> assuming </allcaps> that all the signatures are valid . the good news for south dakota is that come november they can show america how they really feel about abortion as opposed to having the courts decide laws .	0
dear thetruth , i have posted it as a serious topic . and of course it is meant to get people talking , thinking and arguing . if you were watching / listening to the trump press conference that obama brink into the middle of ( beceause he was getting slaughtered ) , you would take this seriously . btw , on may 2 3 rd ( the day after he finisheds the last apprentice show ) , we can expect some announcement ! what it will be i do not know , but i bet it will be trump confirming he will run for president . andy	0
your stats are not broken down into meaningful groups , so nothing is learned <allcaps> wrt </allcaps> muslims .	0
do away with scholarships , too . oh yes . humans have a natural desire to learn . are ever learning . besides , you do not need two to three years to prepare for these exams , nor do you need a public high school to help you prepare for them . teachers must assess all the time in order to teach . the issue there is not grades , but assessment . the appropriate methods varying , for different teachers . you believe that , because you do not know anything else .	0
i may be a pro - gunner but what doe ' s that have to do with with gay rights ? since i am a pro - gunner i will not force my life style or views on you , if you do not force yours on me . deal ? after all you seem to be the expert on gay rights .	0
you are so <allcaps> fun </allcaps> . its amazing to hear you say this considering how much you applaud a law that pretty much allows this in arizona .	1
with you it ' s pretty easy , we just assume it ' s all bs , works every time .	1
this an example of what i am saying you choose to ignore the moral command from the ot to burn witches whereas in the middle ages that moral command was followed this passage also mentions that you must pay taxes as well , are you rebelling against god if you complain about the redistribution of wealth through taxation if it set by the governing authority ? i also believe that passage can cause all sorts of problems , for example a fascist regime is a governing authority should you submit to a government that is morally unjust ? bad in general , and no i do not think the same . as i said i have started to modify my socialist principles , i have a great sympathy for the anarchist way of thinking . where the state is a way to oppress the masses .	0
losing again i see . do not change the subject . how are supporting ' gay sex debauchery ' and lying in any way synonymous ? you have made the accusation . back it up . if different words are too much for your miniscule brain to cope with , i suggest you try yelling your hogwash on a street corner , where less people will be able to see how much of a fool you are .	1
no , they are the same species . if you put all these fish in the same pool at the end they would all breed with each other . the example wasn ' t of speciation , merely of a change in a population driven by the environment , which is the essense of evolution .	0
i am surprised that they still have that on their website after bellesiles was proven to be a fraud . what do you mean by the dates ?	0
since you are so fond of reporting personal attacks to the mod , maybe someone should return the favor to you ? emoticonxrolleyes	1
looks like dancing in the blood of innocents to me .	1
but i thought it was the easy gun laws in the u.s. that made mexico ' s cities a shooting gallery ? same as l.a. and less than d . c ? . <repeated> amid drug war , mexico less deadly than decade ago	1
so , clive , everyone that believes that god created the earth is an idiot ? you need to spend some quality time with some that do and i think you ' d change your tune .	1
but would not it make it more likely that a gun dealer that was involved in gun trafficking would be audited and caught by the <allcaps> atf </allcaps> ? if there are less ffls then the <allcaps> atf </allcaps> has more time to monitor and inspect each gun dealer .	0
it is pretty bizzare . there are plenty of groups out there that will reach whatever " conclusion " you pay them to reach . why he did not cite one of them instead of an easily checkable source that says the opposite of what he says they do is beyond me .	0
my thoughts are my own , not from some 2000 year old book that makes as much sense as a bag of rocks . and i have only ever called anyone a name in response to an attack on me , if you call what you have been doing debating then i see what the problem really is .	1
because they could not own models like the ar - 15 or ak - 47 ? last i checked those were banned in chicago and much of illinois , limiting people to mainly deer rifles .	0
ahh good old ( and i mean <allcaps> old </allcaps> ) ronnie . this man does not know <allcaps> x <elongated> </allcaps> about foreign policy .	1
i do not understand how sexism , slavery and filicide fit into a being that is supposed to be infinitely moral . care to justify that for me ? oh wait . <repeated> you can not .	1
yeah . <repeated> caught that . <repeated> but , hey . <repeated> i think you made a mistake .	1
about a third of the weapons seized in mexico were referred to the u.s. for tracing ; approximately 11,000 out of 29,000 . about half were successfully traced . better than 90% of those to u.s. dealers . of course your definition of " minute " might differ from mine .	1
please clarify what you are saying here as it makes no sense to me . what point are you trying to make ? off the top though , any comparison you make with being black and homosexuality is false because the bible does not condemn being black but it does condemn the homosexual act / lifestyle . and who does the anti - defamation league promote hating ? i am unaware of it if they do it .	0
would you like some cheese with that whine ? emoticonxrolleyes btw this only shows over 60 + years of liberal government incompetence .	1
sure , but then you get into all sorts of problems of classifications , slippery slopes , and other awkward messes . arguing whether an embryo or a fetus is a person seems to raise more trouble than it might solve . it seems better to err on the side of caution and devise a pro - choice argument that assumes the embryo or fetus to be a person rather than worry whether they are a person .	0
how do you know he was a gun owner ? maybe he borrowed it . <wink> and i bet he was a carnivore , walked upright and drove a car , as well .	0
however , we do give people alcohol , there are many people who drink it on a regular basis who are not addicts . what do these substances you mention have to do with being gay ? would it perhaps be okay for me to have homosexuality on the weekends or after work during happy hour ?	1
you mean , the perpetrator is convicted and the defender acquitted ? yes , that ' s the rule and not the exception . notice here how no - one ended up dead , or even particularly seriously injured . additionally the circumstances described are incredibly rare , that ' s why it makes the news .	0
no , you would not have . i ' d have a better chance of winning the lottery without buying a ticket .	1
insects are not birds . get your terminology correct . also please stop lying . it makes baby jesus cry .	1
what about them ? is this a question ? um . have you read leveticus ? and i mean , read it . not skimmed it . because , god loves everybody . are you reaching ? and what does fast and loose mean ? i am confused . i think you are trying to label me . <repeated> but i am not quite sure what i am being labled as . what part about people burning in hell for eternity ?	1
i am impressed you are impressed by that backward - minded bigot who ' s main insight was a mere claim without justification on any form of harm to the institution of marriage and said , ' fuck the fags ' ? come on dude .	1
so simone , if the shooter had instead driven his toyota prius into a crowd , killing many as a result , would you call for banning toyota priuses ?	1
oh , well , then that settles the argument does not it . it must be a person because she says so , now . maybe she will change her mind again ?	1
so if it ' s not human , we can kill it ? but i dare say that ' s a different topic completely . sorry , that was more along animal rights than abortion . abortion is this for me : if the baby is going to endanger the mother ' s life as well as the baby , why endanger the baby and the mother ? sticking on the decided path , would you rather kill something you know is human , or something that you are not sure is human . it sounds a bit cruel and i did not intend it to be that way at all . it ' s just that one loss would hard enough , why make it two ?	1
as an outside observer , these are my thoughts too . it ' s plain selfish and stubborn as far as i am concerned , i am surprised that the democratic party itself is not stepping in , maybe they are behind the scenes . waxy	0
most christians are , as is frequently pointed out by numerous posters in many different threads on this board .	0
you are an idiot who has obviously never worked ina first responder category . if you think that increasing the volume and social acceptance of drug use to the same level of alcohol will ' solve ' anything , then you are just an idiot . you have obviously never seen whart drug abuse does to families and people ' s lives . you are right , alcohol is worse , and the main reason its worse is because of 2 reasons , volume and availability ala social acceptance . legalizing all drugs would have catastrophic social impacts . do not feed me that line about taxing it and using the money for rehab . we have taxed the <allcaps> x <elongated> </allcaps> out of tobacco and alcohol the last 100 years and the last time i checked alcoholism and lung cancer had not been erradicated .	0
well , then , i guess that in america we can not possibly be safe from kill - happy gunners can we ?	1
i am impressed ! this is a very precise description , in regular englishand yes , the deduction in 9 seems presumptious if all we state is god has a " possibility of existence " . how this was cleverly cleared up ( from the same source site ) was simply a trip back to the definition : " greatest possible being " . the " greatest possible being " , by definition , <allcaps> must </allcaps> have a possible existence . in otherwords , we cannot assume that there is a possibility that the greatest possible being does not exist . yeah , it sounds like the whole " proof " is pointless because your premise is already the proofjust keep in mind that for the purposes of this proof , god is defined as " the greatest being possible " . as long as that definition is maintained , the proof works . <repeated> does that mean that god exists ? hmm <elongated> . <repeated> emoticonxfrazzled	0
and what if he had said fiance ? would you have suddently admitted that their love is real ? pointing out a different word choice than you would have used does not appear to mean anything . if you are certain that their love is not real , why do not you explain your reasoning that led you to this conclusion ? it seems to me that a gay person knows his own love better than someone who has never even met that gay person . do you have some knowledge which disagrees ?	0
now , if we are talking natural insemination by donor , that would likely be morally unacceptable in most circles , though certainly not all . really ? i mean that sincerely . sometimes i am really surprised by what people find immoral . most people seriously object to that ? why ? o . o	0
last time i checked most state boards merely set the guidelines , whether or not they are followed is something entirely different . still the fact that you have a board of education spouting such ridiculousness is pretty damn amusing .	1
oh , but sina does not live in a womb so she is unimportant .	1
which one is this brady ? the discredited kellerman study by the discredited kellerman ? or the opinion piece of the rabidly anti - gun brady campaign ? cite your sources . and answer the damn question already . is self - defense with a firearm an immoral act ? it ' s not rocket science , there ' s only two answers ; yes or no .	0
i love that you guys dont seem to be joking when you talk about it being offensive to gays - if anything i would think only tom cruise would find it offensive - because of his claims that he isnt gay ( obviously untrue ) gays would probably cheer if he ( along with his penis ) would come out of the closet if someone would find this offensive , it wouldnt be me vs gay guys - it would be me vs overly sensitive and selfrighteous guys who happen to be gay	0
no , darling . <repeated> i am a religiously ' lax ' , but ' spiritually active ' episcopalian . but , what if i was a believer in the nation of islam ? would that justify your bigotry and racism ? i think not . check the 1 st amendment , which you conveniently omit .	0
hello , please read <url> is a good christian site that explains that there are lots of problems with dr russell humphreys ' hypothesis . the universe and earth are very old . we know this as a fact . why would god lie to us ? if the universe looks old , then it is . to claim otherwise is to call god a liar .	0
she could , but not all do <happy> despite the fact that it works , there are still unwanted pregnancies <happy> that does not change the fact that a pregnancy would not be pleasant to a woman who does not want to be pregnant <happy> forcing pregnancy by law is a step toward fascism .	0
so . <repeated> all christians have some sort of brain damage , trebor ? you are not getting any better at this are you ?	1
wrong and no one has ever called bone marrow an inner sanctum and i do not know what a baby ' s tabernacle might be .	0
a lot of work has been done on that topic . i would recommend reading debating design from darwin to <allcaps> dna </allcaps> it is a monster of a book , but it is definitely worth the read .	0
mr . brown was able to attend ball games . not exactly held captive was he ?	1
really ? is it of the flesh eating variety that is resistant to all but the strongest antibiotics ? because if so , then that is big news .	1
i am not surprised . i have more than that , i also have common sense on my side . firearms do not facilitate killing , firearms facilitate keeping criminals from getting a corner market on domination . the police are outnumbered by the criminals , the criminals are outnumbered by the law - abiding citizens . we should not be unarmed when we are the majority force in maintaining the balance . too bad .	0
but if you actually take time to read the study that is posted on that website it appears that the claims of the <allcaps> nspof </allcaps> are doubtful , inconsistent with other studies , and likely biased in favor of people answering that they had used a gun to defend themselves .	0
that ' s good - so you no longer believe all actions that result in inevitable deaths are killings , only cruel ones . this is an improvement on your previous :	1
ooh lucy herself . so tell me , just out of curiosity , how do they know how much hair to put on her life size image ? i notice she is not that furry at all . how ' d they figure that out from just a few bones ? let us see , what do they call people like you at the carnival booths ? oh that ' s right , an easy mark . have you read any other good fairy tales lately pandion , besides lucy that is .	1
a truly charming publication . over flowing with the warmth of human goodness .	1
if someone is an attorney or in law enforcement , would you please give an interpretation ? thank you .	0
actually archie it was neither left nor right . he went after both democrat and republican and took a center tone to the entire issue at hand . portraying the reality of the suffering of his hometown due to jobs leaving the us and the greed on wall street .	0
not only would i throw the switch , i ' d pay the electric bill , too . emoticonxgood	1
are you completely incapable of making sense ? penfold used deliberately obtuse language . this language was then explained to you . now you are arguing that ' turn the other cheek ' is completely different , and in no way similar , to ' revolve / rotate ' the other cheek . if you turn something , you revolve or rotate it . you are so busy being affronted by what people say that you come off as even more simple than they try to make you appear .	1
and i think that if i fall off a tall cliff , i will die . does that mean that gravity and science are either evil or incorrect ?	0
so you yourself could have gone gay but chose to be attracted to women ?	1
leave it to a leftist to cite a leftist forum for evidence that a leftist agenda is supported by dedicated leftists . go figure , huh ? this post just proves that attempting to reason with such an irrational thinker is truly a waste of time and effort .	1
look at dunblane . then look at columbine . who had the higher death toll ? how often do school shootings take place in germany ? when was the last time somebody went driving and shooting in a killing spree in america ? name the last mass public killing in america , in a public place where the number of victims reached double digit territory . go on brady , we are waiting for you to prove that you actually have a point . do not disappoint us .	1
lol just can not keep a good thing down can you gans ? i love how it is only you and archie who have flocked to the thread in utter dismay . <repeated> i am sure easy will be right behind carrying a crucifix to ward off the ' gay ' . <repeated> and no i do not think it will be overturned and i am ecstatic that marriage equality has extended to our nations capitol . let freedom ring baby ! <repeated>	1
do not you insult african americans ! i have posted a number of times links and comments by prominant black leaders who infact do support gay marriage . when will you stop your ' do not insult african americans ' lies when you know all too well just how wrong you actually are ? oh that ' s right . <repeated> never , because you just do not care what anyone thinks if it at all differs from your opinion . were not you spanked enough in the ' banned people ' forum ?	1
are you being dense on purpose ? i said that i am not all into the semantics of baby / fetus . i will conceid that its killing a baby . the <allcaps> term </allcaps> for it is fetus , fetus ' become babies . i see the logic there ( in fact i think i am agreeing with you ) . why must you keep pounding this drum ?	1
no , gun registration should not be mandatory anywhere in the us . the government has no business knowing who has a gun . gun registration could possibly allow the government to infringe on constitutional guarantees provided by the bill of rights . just knowing that there are many senators and congressmen who would like to abolish gun rights gives credence to the fact that government could actually try to limit or ban the 2 nd amendment in the future . p.s. crazy is as crazy says . scary to think that some would believe that a registered gun that becomes a stolen gun would help in finding the thief or killer if that same criminal gets rid of the gun . which , if later found , would then be traced back to the legitimate owner , who may not even know the gun had been stolen . the alibi better be outstanding !	1
it ' s a self - defeating question . you are asking why numbskulls participate in numbskullery .	1
so , because they do not interpret the bible as you do , they believe that there are no deities ? that is what you said . <repeated>	0
the poor in the us certainly seem to eat more than the rich in most countries .	1
you mean you have spent your good , hard - earned money on his revisionist follies ? <allcaps> rotflol </allcaps> ! <repeated> you could have had a six pack to really make your day .	1
hardly any criminals go armed in england , and certainly not with guns . burglars and muggers have enough sense to know that while getting done for burglary or mugging will not be pleasant , getting done for burglarly or mugging <allcaps> and </allcaps> possession of a firearm will be far , far worse , assuming they survive the arrival of the armed response squad .	0
i am amazed you think al gore is lsong the debate last time i checked he has a global scientific consensus supporting his position , you know that means that the majority of the worlds scientists . <url>	0
make up your mind . is it because of diet or is it because of evolution . it would be nice if you pick a horse and ride it .	1
no contradiction ; the permian extinction was the most severe in history and noted as such in the page linked .	0
here come the christians , thinking they can know everything by guessing , and commiting the genetic fallacy left and right .	1
you know brady , you have said a lot of stupid stuff over the years . i even remember finding a post of yours where you said all guns and gun owners should be registered , but sex offenders should not be . this latest post of yours is just another senseless and stupid rambling of somebody that ' s so hateful and fearful of an inanimate object that it ' s impossible for him to function in our society and can barely handle his own needs .	0
what makes you think i do not . yours is not the only religion on earth ! <repeated> and i did not just jump to the concluision that your soul needed concern , so do not jump to it with me .	1
but you have not shown how she would be harmed by equal marriage ? i have shown that her definition infringes upon my religious freedom . if gay marriage becomes a reality then in no way does it infringe upon her in any way . would you care to explain how gay marriage infringes upon her in any way ? it is her heterosexual privledge and her sence of entitlement that she is protecting not marriage .	0
to be more accurate , ( not something noted amongst the pro - gun rabble ) the right of protestants to have arms for their defence against catholics . i think we have all seen quite enough of this " defence " in northern ireland . ( assuming that yanks can locate the place with a map emoticonxrolleyes )	0
they are not exactly the same . see the examples above . it is not random .	0
the problem here is that christians ( such as i am ) consider the bible to be proof .	0
thats funny , because these scrambled eggs sure do not taste like <allcaps> kfc </allcaps> to me .	1
<allcaps> bwaahahahahahahahah <elongated> </allcaps> ! [ / <allcaps> quote </allcaps> ] so you are saying that my <allcaps> dna </allcaps> reflects the fact that i live in texas ?	0
atheism does not have that standard because it ' s not that encompassing a thought . all athiesm is , is a lack of theism , period . it says nothing about morals or ethics . your typical athiest , though , looks within to find what ' s moral or ethical and it usually just stems from what ' s acceptable behavior within the human species . this is also where religion gets its morality and ethics . but times change , and eating shellfish will not kill you , and eating meat on friday will not make the farmers go broke , so the morals and ethics change to fit the society .	0
you seem to be lost in our jokes , you have to tell people you are joking so they know . and you got the punctuation wrong , in the russian phrase . the only way for it not to sound insane in russian , would be to put it as : ' ___ _ __ . __ ' . calling someone ' __ ' , means things are serious , and you are ready for a fight . if you claim it to be a joke , you are just insane . so i assume that you got the punctuation wrong , and it was your signature .	0
so you refuse to engage in an informal debate on the topic , but you all of a sudden are itchin ' for a formal debate ? how about you make the challenge ?	0
manslaughter involves a direct action that causes an unintentional death . miscarriage is involuntary ; besides the person suffering a miscarriage might well want to keep the baby . to equate miscarriage with manslaughter is preposterous .	0
take a look at your post no . 80 time - stamped 6-26-06 09:55am wherein you said . <repeated> in response to my post <hashtag> 79 </hashtag> wherein i said : does that not comply with my claim that you change what i say ? back in post <hashtag> 77 </hashtag> , i requested that you quote and debunk the links . you merely scoffed at them ( as i expected ) . prior to initiating any other question to me or introducing a tangential argument , please explain the above . i will be back next week .	0
and so goes the fact you are more than willing to let rapists and murderers go free .	1
you say some of us are lying and then you say you apologize " if " we are " somehow " offended . gee , that ' s mighty white of you .	1
so you are accusing me of the thing that your most guilty of ? as i remember your posts have been censored several times by admin because you resorted to viscious personal attacks and name calling . and are not you interested in the truth . why is not whether jefferson said it or not important ?	0
nice try . now , tell me how atheists are paying for " christian benefits " ? do canadians give money to people based on their religion ? they surely do not here in the states . i can only collect ss if i pay into the system . my employer <allcaps> and i </allcaps> pay for my family ' s healthcare . as for their tax - free status , i would have no problem removing it . <repeated> just as i ' d love to see the <allcaps> aclu </allcaps> and other crackpot liberal organizations lose their tax - exempt status . emoticonxgood	1
they held a big bash in honor of sluttish welfare queen ayn rand :	1
is not agreeing with what ? the senate has not passed any laws that would restrict right to carry anymore than it already is .	0
dude , my own father had hospice care in my home up until he died . i think i know a thing or two about it . none of what you say disproves that end - of - life can still be a scary thing . maybe if you ' d stop just being belligerent about it and actually thoughtfully discuss it , you might actually find some things i am saying you find agreeable . ( <allcaps> gasp </allcaps> ! )	1
well duh ! the answer has <allcaps> always been </allcaps> drugs , and drug traffickers . concentrate on them and you have the answer to the problems !	1
i sincerely doubt any of that happened . if so you would have links . yea we know you are cyber brave to the point of heroine status . you are a troll pure and simple .	1
funny . foreigners are always cited when liberals talk about how great gun control is and how much good can come from it .	1
a bit over the top here eh ? quicksand ? . <repeated> butcher babies ? wow . <repeated> very sensational . <repeated> i have a question for ya ez ? do you own any slaves ? do you have a beard or long hair ? have you stoned any non - virgin brides lately . seeing as though you are so adherant to the bible . <repeated> i figure you at best have smited a neighbor or two this week ?	1
plain with the benefit of hindsight . i love how you are able to determine , not having been there , precisely what was said and precisely where it fell in relation to the law . if it was so clear , we will see the prosecution for wrongful arrest in due course , i am sure .	1
i think you misunderstand my view . i think that a third - term fetus is already sufficiently a person , so i would <allcaps> certainly </allcaps> consider a newborn baby a person . to me , a person is one who has the most basic , rudimentary sense of thought and emotion . a late - term fetus , from my point of view , is no less a person than an einstein . an einstein , of course , is much more useful to a much greater number of people , but from the simple point of view of whether he is more of a person , i would say not .	0
just to be sure you understood , it was the picture below that picture you were supposed to look at .	0
whether there ' s liberal parties in other countries is beside the point . there is no national ' liberal party ' in the usa . if nato was suggesting the ny one , i hardly can be held responsible for not knowing ' their message ' . i could not care less what it might be . she said as much . let us see what happens next , shall we ? i have a feeling she will be amending the policy shortly .	0
i will have you know that the abortion went without a hitch , and my uterus is perfectly healthy , thankyouverymuch ( not that it is any of your emoticonxcensored business ) , and yes , i do plan to have a child in the future , and do not really care what you think about it .	0
i see i jumped the gun . that was well stated .	0
so a gun is a fire hazard in a public place ? i gotta say the gun haters are getting more creative with their arguments .	1
so you think it would be ok to fire people for being secular atheists ?	1
you would say that , because you are neither a woman , nor gay . families were ruled by the husband with a clenched iron fist by the way , and women and children had few rights . the family structure was " secure " that way . yes , the fact that there was lower teen pregnancy outside of marriage , is just such a good thing in and of itself . this meant fewer people burning in hell , which is what is really important . emoticonxrolleyes	1
the value of logical reasoning is dependent upon your axioms . highly religious people are no less capable of reasoning logically than anyone else - but the unshakeable axiom that their personal version of god really exists enters into every equation . for you , one axiom is the existence of vitality ; volition made quantifiable , and the other is that darwinian evolution must be wrong and worthless in every respect . there is no logical reason for you to deride ns the way you do ; it ' s an integral part of any evolutionary theory that seeks to explain the big picture of how the organisms we see around us came to be ; the occurrence of mutations , volitional or otherwise is not enough on its own . but your axioms prevent you from incorporating it into <allcaps> eam </allcaps> and getting on with your life .	0
hunter , would you be interested in actually discussing this logically ? or do you simply wish to toss out empty assertions and run away when challenged ? if your view is the truth , then you have no reason to run .	1
i have heard that the <allcaps> usa </allcaps> spends around 40% ( total ) more on health care than canada does . that would be impressive if it were not for one fact . the <allcaps> usa </allcaps> has 900% of our population . it is your administration costs what are getting you the most . we only spend around 11% on administration while the <allcaps> usa </allcaps> spends around 25% of their health care dollars . we have a cap on how much a doctor can be sued for as well . yes , our system is not perfect , but it still works . nearly 50 million americans do not have health care at all , that is around 18% of your total population . this is quite shameful . as i have stated , the <allcaps> usa </allcaps> is the only nation in the industrialize world to not have universal health care .	0
so who should make the choice in the scenario you propose ? for me , it must always and forever be the woman . btw , why is it in your example that the man is not the one who refused to use birth control ? in any case , i do not want the nanny state involved in the most intimate choice a woman will ever have to make . btw , who is simone ?	0
on the evidence , that must have been where his brain was located .	1
anyone wanna make any bets on who the newbie is here ? <repeated>	1
because the iliad and odyssey do not claim to be divine does not mean they should be placed under a different threshold as the bible . otherwise , it ' s special pleading on your part , and thus logically fallacious . this is one of many inconsistencies between skeptics in regards to the scrutiny of the bible . they are unwilling to put the standards they have on the bible against other books similar in age . if they did , there would not be a single book left standing .	0
what about god ? so many god - fearing people , he must be a terrorist <happy> seriously i really do not know much about terrorists . i know that bin laden was behind 9 / 11 but he wasn ' t the only one , but that ' s about it .	1
but my relationship is between a man and woman . you would be asking marriage to be redefined to do that . remember , part of what defines marriage is that it is between a man and woman .	0
quote from simone ' and , being forced to carry to term and give birth to the spawn of a rapist compounds the harm of the rape many times over . ' have you thought about therapy darling ?	0
our pumping of co2 is certaintly not helping . does that mean we should pump gasses and make people in big cities sneeze ?	1
what is capitalism ? can there be something like ' responsible capitalism ' and , if so , what would ' responsible capitalism ' be ? my view is that the term ' capitalism ' has a multitude of meanings dependent upon who is defining it and that ' capitalism ' could have a multitude of modifiers to further refine its meaning . is to be a capitalist to be utterly free of responsibility and blame for the evils that capitalism may cause ?	0
like you were raised ? looks like it did not work and now those hormones must be kicking in ? nothing worse than a menopausal female grinding her ax . <repeated> their favorite victims ? males .	1
toe is a mechanistic theory - - it says life is like a machine . machines are not intelligent , they just do what they are made / programmed to do . darwinists say lifeforms do what they do because of the way their particular genes program them . this is basic stuff . <repeated> yet you come along and say this is not so . so which is it ? is life intelligent or not ? if it is intelligent , what is illogical about believing life was designed intelligently by an intelligent designer ? the intelligence had to come from somewhere . where did the information in the <allcaps> dna </allcaps> code come from ?	0
however , just because the majority of people share something in common does not always mean the truth ? very good . philosophers call this type of argument ' argumentum ad populum ' . it is a fallacy that many people are prone to commit . you can choose a sonnet and correctly pick ' s its emotion but you can never be so sure i agree . shakespearean scholars often disagree about very miniscule details . but i think just because they are not ' sure ' , that does not mean that they can not be certain . maybe you could go google ' shakespeare sonnet 1 ' and read just the first poem of his sonnets collection . tell me what you think ! i am sure that shakespeare will charm you like he has charmed so many .	0
i guess we all missed your point justine , whatever it might have been . emoticonxconfused better luck next time . emoticonxgood	1
being refuted by organized groups with an agenda they support does not make supwersports ideas wrong . you call it garbage . <allcaps> i am </allcaps> interested in what supersport thinks about how his ideas will get wider respect and how he thinks this will change our society . i think this is an important question , because otherwise posting here seems like a kind of mutual masterbation trading facts and arguments that have no effect . until i hear from ss , i give him the benefit of the doubt .	0
how does being poor limit your responsibility to protect yourself ? i know a poor woman who has 10 kids just hoping that one day she would find a man that would be willing to help raise the rest . also , what do you mean by " less fortunate ? it never happened but she kept having kid after kid and hoping it would . should she be excused for her behavior because she is poor ? no , she kept going to <allcaps> bars </allcaps> looking for good men . bad choices = bad outcome . do you think that this is proof that abortion is necessary ? nope , abortion <allcaps> is not </allcaps> the answer in cases like this , only responsibility can solve the problem . the bad thing is that only one of the men do anything for the children and he does not do enough . she has never filed for child support and the kids are almost never disciplined .	0
are you going to go and urinate on his grave as well ? my ! my ! what hatred and vitriol ! what does it feel like to have so black a heart ?	1
i am surprised to learn that you have the slightest idea about biology . also , your spelling and grammar is ever so much better in this post than your posts in another thread . how many of you are pretending to be a poster named vt ?	1
semantics . god has mandated against homosexuality . my point is , people are prepared to admit that the creation story , and the story of noahs arc are metaphors . they read them , and then look at the evidence to hand and say " well , it can not be really true the way it is written , so it must mean this . <repeated> " but the bias of the church against homosexuality is based of a small passage of text which , it seems , cannot be interpreted away . that part that condemns homosexuality is accurate , straight - from - gods - mouth truth . again , why the dichotomy ? why are some parts of the bible open to interpretation , but others are rigid ?	0
we ' d have define consensus first . if it is 50% + 1 then there probably is one . then after that , who is saying they are wrong ? prejudice as its finest . lesz likes to stereotype people to an extreme that can never be changed . i have never told lesz my views on global warming and lesz has shown no interest in gathering facts about what others believe .	1
i do not think it ' s a cover - up . i think that it ' s a conspiracy between the black helicopters and the aliens beaming suggestions to those without the foil - lined hats on . <happy>	1
i am not his buddy . my objection was that you thought he was english ( please tell me he ' s not ) and that your perception of english people was wrong and insulting i do not care whether american ( or should i be a prat like you and call you a yank ? ) people carry guns or not and have never supported his argument . looking at some of your stupid smug posts i am not surprised that you need a gun for protection . look in the mirror fella and you will see penfold mk ii .	1
does the military have a position on this or have any data to show it helps or hurts something ? really that is what it should come down to .	0
good observation ! he is very good at presenting fellatious viewpoints and lack of knowledge and content . he is one of the more fellatious people i know and you will not find him taking notice of the constitution as the supreme law of the land either .	1
go ahead and toss your bible in the trash so you can justify your gay sex sin . see if that gets you into heaven .	1
now you are confusing me . in a previous post , you wrote this : " a gay couple has no more right to marry then two brothers " but now you say that you never said there " is no right to same sex marriage . " so are you arguing that two brothers do have the right to marry ? i am reading your posts , but you seem to make contradictory arguments . that may be because i just do not understand what you are writing . i thought you were arguing that there is no right of same - sex couples to marry but that they should be allowed to marry anyway . it sounded like a nuanced argument to me . but apparently that is not what you were saying ? can you clarify this ? thanks .	0
it is in the first place unclear to whom the " further harm " is done . but even granting that the fetus dies , it is not clear how the situation is analogous to abortion , because the intentions of not only the man but even more importantly of the pregnant woman are completely different .	0
you should be allowed to buy as many as you want to	0
i actually agree . make it legal and sign away your rights . however - there are plenty of fathers who opt . <repeated> " deadbeat dad " is practically a profession .	1
well , you must not be a <allcaps> gop </allcaps> lawmaker or the president of the united states . they are convinced that the only way to prevent the <allcaps> scotus </allcaps> finding in favor of same - sex marriage is to amend the constitution .	1
they originally might have been an arbitrary guess , but experience of all humans always has given them a very high probability of being true ( at least the existence of the outside world , the others are abstract logical concepts that do not have a physical reality , just an abstract one ) .	0
